FID,x_ft,y_ft
7963,2422988.543,1715407.709
7964,2422981.482,1715420.943
7965,2422974.499,1715434.218
7966,2422967.588,1715447.531
7967,2422960.678,1715460.844
7968,2422953.768,1715474.158
7969,2422946.857,1715487.471
7970,2422939.947,1715500.784
7971,2422933.036,1715514.098
7972,2422926.126,1715527.411
7973,2422919.168,1715540.7
7974,2422912.204,1715553.985
7975,2422905.241,1715567.271
7976,2422898.277,1715580.556
7977,2422891.24,1715593.803
7978,2422884.14,1715607.016
7979,2422877.041,1715620.23
7980,2422869.87,1715633.405
7981,2422862.694,1715646.577
7982,2422855.518,1715659.749
7983,2422848.341,1715672.921
7984,2422841.165,1715686.093
7985,2422833.989,1715699.265
7986,2422826.844,1715712.453
7987,2422819.777,1715725.684
7988,2422812.71,1715738.915
7989,2422805.771,1715752.213
7990,2422798.909,1715765.552
7991,2422792.1,1715778.917
7992,2422785.321,1715792.298
7993,2422778.541,1715805.678
7994,2422771.762,1715819.059
7995,2422764.983,1715832.439
7996,2422758,1715845.715
7997,2422751.013,1715858.988
7998,2422743.678,1715872.072
7999,2422736.148,1715885.045
8000,2422728.427,1715897.905
8001,2422720.608,1715910.705
8002,2422712.776,1715923.499
8003,2422704.945,1715936.292
8004,2422697.154,1715949.109
8005,2422689.526,1715962.025
8006,2422682.016,1715975.009
8007,2422674.766,1715988.14
8008,2422667.71,1716001.376
8009,2422660.853,1716014.717
8010,2422654.168,1716028.145
8011,2422647.638,1716041.649
8012,2422641.173,1716055.184
8013,2422634.851,1716068.786
8014,2422628.675,1716082.455
8015,2422622.676,1716096.203
8016,2422616.853,1716110.026
8017,2422611.168,1716123.907
8018,2422605.524,1716137.805
8019,2422599.931,1716151.723
8020,2422594.338,1716165.641
8021,2422588.744,1716179.559
8022,2422583.151,1716193.477
8023,2422577.539,1716207.388
8024,2422571.905,1716221.29
8025,2422566.271,1716235.191
8026,2422560.637,1716249.093
8027,2422555.003,1716262.995
8028,2422549.369,1716276.896
8029,2422543.735,1716290.798
8030,2422538.12,1716304.707
8031,2422532.551,1716318.635
8032,2422526.982,1716332.563
8033,2422521.493,1716346.522
8034,2422516.043,1716360.497
8035,2422510.594,1716374.472
8036,2422505.144,1716388.448
8037,2422499.695,1716402.423
8038,2422494.245,1716416.398
8039,2422488.906,1716430.415
8040,2422483.605,1716444.447
8041,2422478.342,1716458.493
8042,2422473.382,1716472.649
8043,2422468.732,1716486.909
8044,2422464.413,1716501.272
8045,2422460.451,1716515.737
8046,2422457.087,1716530.354
8047,2422454.354,1716545.102
8048,2422452.256,1716559.954
8049,2422450.775,1716574.879
8050,2422449.852,1716589.847
8051,2422449.589,1716604.844
8052,2422450.157,1716619.831
8053,2422451.613,1716634.757
8054,2422453.949,1716649.57
8055,2422457.059,1716664.242
8056,2422460.862,1716678.751
8057,2422465.16,1716693.12
8058,2422469.995,1716707.319
8059,2422475.218,1716721.38
8060,2422480.723,1716735.332
8061,2422486.365,1716749.23
8062,2422492.37,1716762.975
8063,2422498.751,1716776.547
8064,2422505.416,1716789.984
8065,2422512.312,1716803.305
8066,2422519.381,1716816.535
8067,2422526.457,1716829.761
8068,2422533.533,1716842.987
8069,2422540.608,1716856.213
8070,2422547.684,1716869.439
8071,2422554.751,1716882.67
8072,2422561.67,1716895.979
8073,2422568.59,1716909.288
8074,2422575.509,1716922.597
8075,2422582.38,1716935.93
8076,2422589.14,1716949.32
8077,2422595.736,1716962.792
8078,2422602.036,1716976.404
8079,2422608.031,1716990.152
8080,2422613.506,1717004.117
8081,2422618.708,1717018.185
8082,2422623.627,1717032.354
8083,2422628.247,1717046.624
8084,2422632.331,1717061.057
8085,2422636.021,1717075.595
8086,2422639.18,1717090.257
8087,2422641.753,1717105.033
8088,2422643.463,1717119.932
8089,2422644.215,1717134.908
8090,2422643.837,1717149.899
8091,2422642.255,1717164.81
8092,2422639.728,1717179.592
8093,2422636.458,1717194.229
8094,2422632.583,1717208.72
8095,2422628.367,1717223.114
8096,2422623.889,1717237.429
8097,2422619.246,1717251.692
8098,2422614.497,1717265.92
8099,2422609.677,1717280.125
8100,2422604.842,1717294.324
8101,2422599.868,1717308.476
8102,2422594.859,1717322.614
8103,2422589.731,1717336.71
8104,2422584.602,1717350.806
8105,2422579.474,1717364.902
8106,2422574.345,1717378.998
8107,2422569.217,1717393.094
8108,2422564.088,1717407.19
8109,2422558.96,1717421.287
8110,2422553.806,1717435.373
8111,2422548.541,1717449.419
8112,2422543.217,1717463.442
8113,2422537.802,1717477.43
8114,2422532.378,1717491.415
8115,2422526.804,1717505.341
8116,2422521.208,1717519.258
8117,2422515.544,1717533.147
8118,2422509.879,1717547.037
8119,2422504.215,1717560.926
8120,2422498.656,1717574.857
8121,2422493.194,1717588.828
8122,2422487.795,1717602.822
8123,2422482.62,1717616.901
8124,2422477.687,1717631.066
8125,2422472.994,1717645.313
8126,2422468.367,1717659.581
8127,2422464.151,1717673.976
8128,2422460.23,1717688.453
8129,2422456.56,1717702.996
8130,2422453.118,1717717.596
8131,2422449.989,1717732.266
8132,2422447.211,1717747.005
8133,2422444.742,1717761.8
8134,2422442.559,1717776.639
8135,2422440.681,1717791.52
8136,2422439.09,1717806.435
8137,2422437.808,1717821.38
8138,2422436.861,1717836.348
8139,2422436.219,1717851.335
8140,2422436.054,1717866.333
8141,2422436.144,1717881.332
8142,2422436.582,1717896.325
8143,2422437.473,1717911.298
8144,2422438.608,1717926.255
8145,2422440.045,1717941.186
8146,2422441.527,1717956.112
8147,2422443.266,1717971.011
8148,2422445.318,1717985.868
8149,2422447.883,1718000.646
8150,2422451.051,1718015.307
8151,2422454.642,1718029.87
8152,2422458.621,1718044.331
8153,2422462.981,1718058.683
8154,2422467.762,1718072.901
8155,2422472.63,1718087.088
8156,2422477.766,1718101.181
8157,2422483.144,1718115.184
8158,2422488.627,1718129.146
8159,2422494.201,1718143.071
8160,2422499.852,1718156.966
8161,2422505.502,1718170.861
8162,2422511.153,1718184.756
8163,2422516.533,1718198.757
8164,2422521.539,1718212.895
8165,2422525.689,1718227.307
8166,2422528.878,1718241.959
8167,2422530.986,1718256.805
8168,2422532.042,1718271.764
8169,2422532.265,1718286.76
8170,2422531.642,1718301.745
8171,2422530.092,1718316.659
8172,2422527.099,1718331.348
8173,2422522.467,1718345.603
8174,2422516.37,1718359.3
8175,2422509.01,1718372.362
8176,2422500.588,1718384.766
8177,2422491.17,1718396.433
8178,2422480.857,1718407.32
8179,2422469.758,1718417.404
8180,2422458.033,1718426.755
8181,2422445.774,1718435.395
8182,2422433.192,1718443.556
8183,2422420.297,1718451.217
8184,2422407.124,1718458.389
8185,2422393.808,1718465.295
8186,2422380.34,1718471.898
8187,2422366.871,1718478.5
8188,2422353.402,1718485.103
8189,2422339.934,1718491.706
8190,2422326.465,1718498.308
8191,2422312.997,1718504.911
8192,2422299.556,1718511.57
8193,2422286.171,1718518.341
8194,2422272.786,1718525.112
8195,2422259.402,1718531.883
8196,2422246.043,1718538.705
8197,2422232.717,1718545.592
8198,2422219.391,1718552.478
8199,2422206.066,1718559.364
8200,2422192.74,1718566.25
8201,2422179.419,1718573.147
8202,2422166.11,1718580.066
8203,2422152.802,1718586.986
8204,2422139.493,1718593.905
8205,2422126.184,1718600.824
8206,2422112.875,1718607.743
8207,2422099.566,1718614.662
8208,2422086.258,1718621.581
8209,2422072.949,1718628.5
8210,2422059.64,1718635.419
8211,2422046.335,1718642.345
8212,2422033.049,1718649.308
8213,2422019.763,1718656.271
8214,2422006.477,1718663.234
8215,2421993.191,1718670.197
8216,2421979.907,1718677.164
8217,2421966.667,1718684.215
8218,2421953.428,1718691.266
8219,2421940.189,1718698.317
8220,2421926.962,1718705.392
8221,2421913.782,1718712.553
8222,2421900.618,1718719.744
8223,2421887.494,1718727.007
8224,2421874.37,1718734.271
8225,2421861.246,1718741.535
8226,2421848.122,1718748.799
8227,2421834.997,1718756.06
8228,2421821.82,1718763.228
8229,2421808.639,1718770.387
8230,2421795.37,1718777.381
8231,2421782.09,1718784.356
8232,2421768.764,1718791.241
8233,2421755.437,1718798.127
8234,2421742.111,1718805.012
8235,2421728.785,1718811.897
8236,2421715.5,1718818.863
8237,2421702.226,1718825.848
8238,2421689.067,1718833.048
8239,2421676.076,1718840.543
8240,2421663.258,1718848.334
8241,2421650.615,1718856.405
8242,2421638.121,1718864.705
8243,2421625.774,1718873.223
8244,2421613.586,1718881.966
8245,2421601.605,1718890.99
8246,2421589.901,1718900.369
8247,2421578.511,1718910.125
8248,2421567.564,1718920.379
8249,2421556.915,1718930.943
8250,2421546.535,1718941.77
8251,2421536.331,1718952.763
8252,2421526.299,1718963.914
8253,2421516.538,1718975.303
8254,2421507.12,1718986.977
8255,2421498.025,1718998.904
8256,2421489.234,1719011.056
8257,2421480.694,1719023.388
8258,2421472.401,1719035.885
8259,2421464.346,1719048.539
8260,2421456.508,1719061.327
8261,2421448.887,1719074.247
8262,2421441.566,1719087.339
8263,2421434.5,1719100.57
8264,2421427.726,1719113.952
8265,2421421.067,1719127.393
8266,2421414.717,1719140.982
8267,2421408.699,1719154.721
8268,2421403.232,1719168.688
8269,2421398.439,1719182.898
8270,2421394.681,1719197.415
8271,2421392.059,1719212.178
8272,2421390.61,1719227.102
8273,2421390.285,1719242.093
8274,2421390.982,1719257.074
8275,2421392.718,1719271.968
8276,2421395.495,1719286.704
8277,2421399.462,1719301.165
8278,2421404.734,1719315.197
8279,2421411.384,1719328.632
8280,2421419.497,1719341.242
8281,2421428.743,1719353.048
8282,2421438.789,1719364.182
8283,2421449.421,1719374.759
8284,2421460.405,1719384.973
8285,2421471.669,1719394.878
8286,2421483.177,1719404.5
8287,2421494.765,1719414.023
8288,2421506.467,1719423.407
8289,2421518.169,1719432.791
8290,2421529.871,1719442.175
8291,2421541.573,1719451.559
8292,2421553.236,1719460.991
8293,2421564.865,1719470.466
8294,2421576.36,1719480.102
8295,2421587.808,1719489.794
8296,2421599.187,1719499.566
8297,2421610.42,1719509.507
8298,2421621.51,1719519.605
8299,2421632.461,1719529.855
8300,2421643.321,1719540.202
8301,2421654.105,1719550.628
8302,2421664.889,1719561.054
8303,2421675.634,1719571.52
8304,2421686.377,1719581.988
8305,2421697.12,1719592.457
8306,2421707.863,1719602.926
8307,2421718.606,1719613.394
8308,2421729.348,1719623.863
8309,2421740.091,1719634.331
8310,2421750.817,1719644.817
8311,2421761.473,1719655.374
8312,2421771.991,1719666.068
8313,2421782.314,1719676.95
8314,2421792.399,1719688.051
8315,2421802.272,1719699.344
8316,2421811.999,1719710.761
8317,2421821.592,1719722.292
8318,2421831.016,1719733.961
8319,2421840.251,1719745.78
8320,2421849.117,1719757.878
8321,2421857.761,1719770.136
8322,2421866.266,1719782.492
8323,2421874.765,1719794.852
8324,2421883.141,1719807.295
8325,2421891.517,1719819.739
8326,2421899.893,1719832.182
8327,2421908.072,1719844.756
8328,2421916.214,1719857.353
8329,2421924.087,1719870.121
8330,2421931.83,1719882.968
8331,2421939.485,1719895.868
8332,2421947.079,1719908.803
8333,2421954.673,1719921.738
8334,2421962.268,1719934.674
8335,2421969.836,1719947.624
8336,2421977.375,1719960.592
8337,2421984.914,1719973.56
8338,2421992.454,1719986.527
8339,2421999.878,1719999.56
8340,2422007.188,1720012.659
8341,2422014.278,1720025.875
8342,2422021.164,1720039.201
8343,2422027.79,1720052.657
8344,2422034.177,1720066.228
8345,2422040.08,1720080.017
8346,2422045.67,1720093.935
8347,2422050.771,1720108.041
8348,2422055.528,1720122.265
8349,2422059.979,1720136.588
8350,2422063.912,1720151.063
8351,2422067.589,1720165.604
8352,2422070.775,1720180.26
8353,2422073.63,1720194.986
8354,2422076.078,1720209.784
8355,2422078.269,1720224.622
8356,2422080.148,1720239.503
8357,2422081.611,1720254.431
8358,2422082.719,1720269.39
8359,2422083.643,1720284.36
8360,2422084.231,1720299.349
8361,2422084.596,1720314.344
8362,2422084.878,1720329.341
8363,2422085.078,1720344.339
8364,2422085.113,1720359.339
8365,2422085.149,1720374.339
8366,2422085.044,1720389.339
8367,2422084.937,1720404.338
8368,2422084.83,1720419.338
8369,2422084.723,1720434.337
8370,2422084.615,1720449.337
8371,2422084.508,1720464.337
8372,2422084.401,1720479.336
8373,2422084.263,1720494.335
8374,2422084.093,1720509.334
8375,2422083.837,1720524.332
8376,2422083.445,1720539.326
8377,2422082.807,1720554.313
8378,2422081.921,1720569.286
8379,2422080.864,1720584.249
8380,2422079.723,1720599.205
8381,2422078.583,1720614.162
8382,2422077.443,1720629.118
8383,2422076.302,1720644.075
8384,2422075.162,1720659.031
8385,2422074.021,1720673.988
8386,2422072.881,1720688.944
8387,2422071.741,1720703.901
8388,2422070.659,1720718.862
8389,2422069.671,1720733.829
8390,2422068.776,1720748.802
8391,2422067.958,1720763.78
8392,2422067.142,1720778.758
8393,2422066.472,1720793.743
8394,2422065.927,1720808.733
8395,2422065.556,1720823.727
8396,2422065.37,1720838.726
8397,2422065.324,1720853.726
8398,2422065.278,1720868.726
8399,2422065.136,1720883.724
8400,2422064.692,1720898.717
8401,2422064.248,1720913.711
8402,2422063.821,1720928.705
8403,2422063.547,1720943.702
8404,2422063.619,1720958.701
8405,2422063.948,1720973.696
8406,2422064.435,1720988.688
8407,2422065.073,1721003.674
8408,2422065.805,1721018.657
8409,2422066.727,1721033.628
8410,2422067.74,1721048.593
8411,2422069.016,1721063.538
8412,2422070.637,1721078.45
8413,2422072.452,1721093.34
8414,2422074.279,1721108.228
8415,2422076.106,1721123.116
8416,2422077.823,1721138.017
8417,2422079.379,1721152.936
8418,2422080.936,1721167.855
8419,2422082.345,1721182.788
8420,2422083.712,1721197.726
8421,2422085.08,1721212.663
8422,2422086.325,1721227.611
8423,2422087.386,1721242.573
8424,2422088.18,1721257.552
8425,2422088.546,1721272.547
8426,2422088.659,1721287.545
8427,2422088.582,1721302.545
8428,2422088.378,1721317.543
8429,2422088.142,1721332.541
8430,2422087.864,1721347.539
8431,2422087.586,1721362.536
8432,2422087.307,1721377.534
8433,2422087.029,1721392.531
8434,2422086.751,1721407.528
8435,2422086.478,1721422.526
8436,2422086.347,1721437.525
8437,2422086.352,1721452.525
8438,2422086.523,1721467.524
8439,2422086.872,1721482.519
8440,2422087.358,1721497.511
8441,2422087.977,1721512.499
8442,2422088.595,1721527.486
8443,2422089.213,1721542.473
8444,2422089.831,1721557.46
8445,2422090.449,1721572.447
8446,2422090.921,1721587.439
8447,2422091.178,1721602.437
8448,2422091.004,1721617.434
8449,2422090.443,1721632.424
8450,2422089.368,1721647.385
8451,2422087.793,1721662.299
8452,2422085.493,1721677.119
8453,2422082.477,1721691.811
8454,2422078.765,1721706.342
8455,2422074.293,1721720.658
8456,2422069.209,1721734.768
8457,2422063.738,1721748.734
8458,2422057.96,1721762.577
8459,2422052.087,1721776.378
8460,2422046.082,1721790.124
8461,2422040.078,1721803.87
8462,2422034.042,1721817.602
8463,2422027.951,1721831.309
8464,2422021.86,1721845.017
8465,2422015.746,1721858.714
8466,2422009.582,1721872.389
8467,2422003.417,1721886.064
8468,2421997.252,1721899.738
8469,2421991.087,1721913.413
8470,2421984.923,1721927.087
8471,2421978.758,1721940.762
8472,2421972.593,1721954.437
8473,2421966.544,1721968.163
8474,2421960.499,1721981.891
8475,2421954.512,1721995.644
8476,2421948.574,1722009.418
8477,2421942.744,1722023.239
8478,2421937.066,1722037.122
8479,2421931.491,1722051.048
8480,2421925.983,1722065
8481,2421920.508,1722078.965
8482,2421915.034,1722092.93
8483,2421909.559,1722106.896
8484,2421904.085,1722120.861
8485,2421898.611,1722134.826
8486,2421893.17,1722148.805
8487,2421887.821,1722162.819
8488,2421882.668,1722176.904
8489,2421877.859,1722191.11
8490,2421873.447,1722205.447
8491,2421869.559,1722219.932
8492,2421866.29,1722234.568
8493,2421863.648,1722249.333
8494,2421861.815,1722264.218
8495,2421860.668,1722279.17
8496,2421860.3,1722294.164
8497,2421860.603,1722309.16
8498,2421861.454,1722324.134
8499,2421862.97,1722339.055
8500,2421864.906,1722353.928
8501,2421867.542,1722368.693
8502,2421870.753,1722383.343
8503,2421874.621,1722397.835
8504,2421878.755,1722412.254
8505,2421883.094,1722426.612
8506,2421887.434,1722440.971
8507,2421891.617,1722455.375
8508,2421895.592,1722469.838
8509,2421899.108,1722484.419
8510,2421902.352,1722499.062
8511,2421905.02,1722513.822
8512,2421907.363,1722528.636
8513,2421909.359,1722543.502
8514,2421910.829,1722558.429
8515,2421911.954,1722573.385
8516,2421912.7,1722588.365
8517,2421912.93,1722603.362
8518,2421912.884,1722618.361
8519,2421912.571,1722633.357
8520,2421911.922,1722648.343
8521,2421911.128,1722663.322
8522,2421910.156,1722678.29
8523,2421909.142,1722693.255
8524,2421907.963,1722708.209
8525,2421906.596,1722723.146
8526,2421904.943,1722738.055
8527,2421902.986,1722752.926
8528,2421900.722,1722767.753
8529,2421898.096,1722782.52
8530,2421895.284,1722797.254
8531,2421892.283,1722811.95
8532,2421889.189,1722826.627
8533,2421886.027,1722841.29
8534,2421882.843,1722855.948
8535,2421879.659,1722870.607
8536,2421876.476,1722885.265
8537,2421873.292,1722899.923
8538,2421870.114,1722914.582
8539,2421867.102,1722929.277
8540,2421864.11,1722943.975
8541,2421861.35,1722958.719
8542,2421858.811,1722973.502
8543,2421856.683,1722988.35
8544,2421854.86,1723003.237
8545,2421853.362,1723018.161
8546,2421852.161,1723033.112
8547,2421851.405,1723048.092
8548,2421850.944,1723063.085
8549,2421850.766,1723078.083
8550,2421850.849,1723093.082
8551,2421851.227,1723108.077
8552,2421851.967,1723123.057
8553,2421853.115,1723138.013
8554,2421854.736,1723152.924
8555,2421856.567,1723167.812
8556,2421858.635,1723182.669
8557,2421860.851,1723197.504
8558,2421863.159,1723212.325
8559,2421865.518,1723227.138
8560,2421867.878,1723241.952
8561,2421870.238,1723256.765
8562,2421872.597,1723271.578
8563,2421874.799,1723286.416
8564,2421877.001,1723301.253
8565,2421879.203,1723316.091
8566,2421881.405,1723330.928
8567,2421883.607,1723345.765
8568,2421885.9,1723360.589
8569,2421888.205,1723375.411
8570,2421890.666,1723390.208
8571,2421893.128,1723405.004
8572,2421895.633,1723419.793
8573,2421898.183,1723434.575
8574,2421900.733,1723449.357
8575,2421903.352,1723464.126
8576,2421905.973,1723478.895
8577,2421908.594,1723493.665
8578,2421911.215,1723508.434
8579,2421913.836,1723523.203
8580,2421916.457,1723537.972
8581,2421919.074,1723552.742
8582,2421921.634,1723567.522
8583,2421924.194,1723582.302
8584,2421926.754,1723597.082
8585,2421929.314,1723611.862
8586,2421931.895,1723626.638
8587,2421934.547,1723641.402
8588,2421937.198,1723656.165
8589,2421939.85,1723670.929
8590,2421942.502,1723685.693
8591,2421945.154,1723700.457
8592,2421947.805,1723715.22
8593,2421950.457,1723729.984
8594,2421952.922,1723744.78
8595,2421955.342,1723759.583
8596,2421957.672,1723774.401
8597,2421960.002,1723789.219
8598,2421962.332,1723804.037
8599,2421964.662,1723818.855
8600,2421966.917,1723833.684
8601,2421969.138,1723848.519
8602,2421971.349,1723863.355
8603,2421973.302,1723878.227
8604,2421975.054,1723893.124
8605,2421976.316,1723908.07
8606,2421976.97,1723923.053
8607,2421976.953,1723938.051
8608,2421976.594,1723953.046
8609,2421975.895,1723968.029
8610,2421974.868,1723982.993
8611,2421973.476,1723997.929
8612,2421971.96,1724012.851
8613,2421970.248,1724027.753
8614,2421968.419,1724042.641
8615,2421966.496,1724057.517
8616,2421964.457,1724072.377
8617,2421962.348,1724087.228
8618,2421960.089,1724102.057
8619,2421957.682,1724116.862
8620,2421955.207,1724131.656
8621,2421952.612,1724146.43
8622,2421949.988,1724161.199
8623,2421947.365,1724175.968
8624,2421944.741,1724190.736
8625,2421942.117,1724205.505
8626,2421939.599,1724220.292
8627,2421937.112,1724235.084
8628,2421934.827,1724249.909
8629,2421932.561,1724264.737
8630,2421930.401,1724279.581
8631,2421928.24,1724294.424
8632,2421926.079,1724309.268
8633,2421923.919,1724324.111
8634,2421921.758,1724338.955
8635,2421919.434,1724353.773
8636,2421917.102,1724368.591
8637,2421914.718,1724383.4
8638,2421912.246,1724398.195
8639,2421909.774,1724412.99
8640,2421907.301,1724427.785
8641,2421904.829,1724442.58
8642,2421902.222,1724457.351
8643,2421899.593,1724472.119
8644,2421896.963,1724486.887
8645,2421894.227,1724501.635
8646,2421891.429,1724516.371
8647,2421888.55,1724531.092
8648,2421885.637,1724545.807
8649,2421882.583,1724560.492
8650,2421879.372,1724575.144
8651,2421875.908,1724589.738
8652,2421872.234,1724604.281
8653,2421868.296,1724618.753
8654,2421864.188,1724633.179
8655,2421859.846,1724647.536
8656,2421855.265,1724661.818
8657,2421850.219,1724675.943
8658,2421844.905,1724689.969
8659,2421839.34,1724703.898
8660,2421833.516,1724717.721
8661,2421827.628,1724731.516
8662,2421821.483,1724745.2
8663,2421815.338,1724758.883
8664,2421809.193,1724772.567
8665,2421803.048,1724786.251
8666,2421797.021,1724799.986
8667,2421791.058,1724813.75
8668,2421785.314,1724827.606
8669,2421779.636,1724841.489
8670,2421774.263,1724855.494
8671,2421769.173,1724869.602
8672,2421764.529,1724883.865
8673,2421760.252,1724898.241
8674,2421756.236,1724912.693
8675,2421752.572,1724927.239
8676,2421749.282,1724941.872
8677,2421746.245,1724956.562
8678,2421743.455,1724971.3
8679,2421740.698,1724986.044
8680,2421738.063,1725000.811
8681,2421735.471,1725015.585
8682,2421732.932,1725030.369
8683,2421730.47,1725045.165
8684,2421728.043,1725059.967
8685,2421725.693,1725074.782
8686,2421723.374,1725089.602
8687,2421721.158,1725104.437
8688,2421718.975,1725119.277
8689,2421716.926,1725134.136
8690,2421715.006,1725149.013
8691,2421713.245,1725163.909
8692,2421711.6,1725178.818
8693,2421710.04,1725193.737
8694,2421708.547,1725208.662
8695,2421707.075,1725223.59
8696,2421705.701,1725238.526
8697,2421704.328,1725253.463
8698,2421702.962,1725268.401
8699,2421701.683,1725283.346
8700,2421700.404,1725298.292
8701,2421699.194,1725313.243
8702,2421698.043,1725328.198
8703,2421696.999,1725343.162
8704,2421696.072,1725358.133
8705,2421695.225,1725373.109
8706,2421694.461,1725388.089
8707,2421693.76,1725403.073
8708,2421693.166,1725418.061
8709,2421692.622,1725433.051
8710,2421692.078,1725448.041
8711,2421691.666,1725463.035
8712,2421691.371,1725478.032
8713,2421691.082,1725493.029
8714,2421691.041,1725508.029
8715,2421691.001,1725523.029
8716,2421691.12,1725538.028
8717,2421691.453,1725553.023
8718,2421692.1,1725568.009
8719,2421692.88,1725582.989
8720,2421693.79,1725597.961
8721,2421694.724,1725612.932
8722,2421695.717,1725627.899
8723,2421696.71,1725642.866
8724,2421697.703,1725657.833
8725,2421698.696,1725672.8
8726,2421699.69,1725687.767
8727,2421700.683,1725702.734
8728,2421701.676,1725717.701
8729,2421702.669,1725732.668
8730,2421703.662,1725747.635
8731,2421704.656,1725762.602
8732,2421705.649,1725777.569
8733,2421706.642,1725792.536
8734,2421707.635,1725807.503
8735,2421708.628,1725822.471
8736,2421709.622,1725837.438
8737,2421710.615,1725852.405
8738,2421711.608,1725867.372
8739,2421712.601,1725882.339
8740,2421713.594,1725897.306
8741,2421714.588,1725912.273
8742,2421715.581,1725927.24
8743,2421716.574,1725942.207
8744,2421717.445,1725957.181
8745,2421718.268,1725972.159
8746,2421719.069,1725987.137
8747,2421719.698,1726002.124
8748,2421720.327,1726017.111
8749,2421720.956,1726032.098
8750,2421721.585,1726047.084
8751,2421722.24,1726062.07
8752,2421723.011,1726077.05
8753,2421723.829,1726092.028
8754,2421724.757,1726106.999
8755,2421725.684,1726121.97
8756,2421726.612,1726136.941
8757,2421727.578,1726151.91
8758,2421728.585,1726166.876
8759,2421729.591,1726181.842
8760,2421730.598,1726196.809
8761,2421731.604,1726211.775
8762,2421732.611,1726226.741
8763,2421733.557,1726241.711
8764,2421734.403,1726256.687
8765,2421735.25,1726271.663
8766,2421736.096,1726286.639
8767,2421736.943,1726301.615
8768,2421737.789,1726316.591
8769,2421738.547,1726331.572
8770,2421739.238,1726346.556
8771,2421739.929,1726361.54
8772,2421740.512,1726376.528
8773,2421740.944,1726391.522
8774,2421741.228,1726406.519
8775,2421741.363,1726421.518
8776,2421741.37,1726436.518
8777,2421741.359,1726451.518
8778,2421741.197,1726466.517
8779,2421741.035,1726481.516
8780,2421740.873,1726496.515
8781,2421740.501,1726511.51
8782,2421740.108,1726526.505
8783,2421739.536,1726541.494
8784,2421738.797,1726556.476
8785,2421737.982,1726571.453
8786,2421737.022,1726586.422
8787,2421736.024,1726601.389
8788,2421734.91,1726616.348
8789,2421733.692,1726631.298
8790,2421732.425,1726646.244
8791,2421731.063,1726661.182
8792,2421729.673,1726676.118
8793,2421728.284,1726691.053
8794,2421726.894,1726705.989
8795,2421725.504,1726720.924
8796,2421724.102,1726735.858
8797,2421722.623,1726750.785
8798,2421721.144,1726765.712
8799,2421719.664,1726780.639
8800,2421718.185,1726795.566
8801,2421716.706,1726810.493
8802,2421715.227,1726825.419
8803,2421713.753,1726840.347
8804,2421712.34,1726855.28
8805,2421710.926,1726870.213
8806,2421709.513,1726885.147
8807,2421708.099,1726900.08
8808,2421706.682,1726915.013
8809,2421705.182,1726929.937
8810,2421703.653,1726944.859
8811,2421701.969,1726959.764
8812,2421700.27,1726974.668
8813,2421698.511,1726989.564
8814,2421696.751,1727004.461
8815,2421694.992,1727019.357
8816,2421693.233,1727034.253
8817,2421691.607,1727049.165
8818,2421690.046,1727064.083
8819,2421688.486,1727079.002
8820,2421686.925,1727093.92
8821,2421685.359,1727108.838
8822,2421683.693,1727123.746
8823,2421681.908,1727138.639
8824,2421680.08,1727153.527
8825,2421678.251,1727168.415
8826,2421676.423,1727183.303
8827,2421674.594,1727198.191
8828,2421672.824,1727213.086
8829,2421671.124,1727227.989
8830,2421669.423,1727242.893
8831,2421667.821,1727257.807
8832,2421666.232,1727272.722
8833,2421664.644,1727287.638
8834,2421663.056,1727302.554
8835,2421661.675,1727317.49
8836,2421660.294,1727332.426
8837,2421658.913,1727347.363
8838,2421657.662,1727362.31
8839,2421656.439,1727377.26
8840,2421655.372,1727392.222
8841,2421654.337,1727407.186
8842,2421653.471,1727422.161
8843,2421652.681,1727437.14
8844,2421652.064,1727452.127
8845,2421651.651,1727467.12
8846,2421651.537,1727482.119
8847,2421651.687,1727497.118
8848,2421652.048,1727512.113
8849,2421652.609,1727527.103
8850,2421653.392,1727542.082
8851,2421654.406,1727557.047
8852,2421655.824,1727571.979
8853,2421657.539,1727586.88
8854,2421659.606,1727601.736
8855,2421662.145,1727616.518
8856,2421665.083,1727631.226
8857,2421668.511,1727645.829
8858,2421672.238,1727660.357
8859,2421676.253,1727674.809
8860,2421680.509,1727689.192
8861,2421684.913,1727703.531
8862,2421689.317,1727717.87
8863,2421693.72,1727732.209
8864,2421698.124,1727746.547
8865,2421702.528,1727760.886
8866,2421706.932,1727775.225
8867,2421711.336,1727789.564
8868,2421715.714,1727803.911
8869,2421720.011,1727818.282
8870,2421724.308,1727832.654
8871,2421728.606,1727847.025
8872,2421732.903,1727861.396
8873,2421737.2,1727875.767
8874,2421741.498,1727890.138
8875,2421745.795,1727904.51
8876,2421749.985,1727918.913
8877,2421754.162,1727933.319
8878,2421758.34,1727947.726
8879,2421762.517,1727962.132
8880,2421766.695,1727976.539
8881,2421770.822,1727990.959
8882,2421774.804,1728005.421
8883,2421778.786,1728019.883
8884,2421782.748,1728034.35
8885,2421786.574,1728048.854
8886,2421790.361,1728063.368
8887,2421794.029,1728077.912
8888,2421797.469,1728092.512
8889,2421800.729,1728107.154
8890,2421803.839,1728121.827
8891,2421806.878,1728136.516
8892,2421809.791,1728151.23
8893,2421812.669,1728165.952
8894,2421815.312,1728180.717
