FID,x_ft,y_ft
3456,2472433.869,1683319.014
3457,2472422.354,1683328.626
3458,2472410.838,1683338.239
3459,2472399.323,1683347.851
3460,2472387.808,1683357.464
3461,2472376.293,1683367.076
3462,2472364.778,1683376.689
3463,2472353.348,1683386.402
3464,2472342.021,1683396.235
3465,2472330.767,1683406.152
3466,2472319.443,1683415.988
3467,2472307.898,1683425.564
3468,2472296.246,1683435.01
3469,2472284.518,1683444.361
3470,2472272.735,1683453.644
3471,2472260.908,1683462.87
3472,2472249.081,1683472.096
3473,2472237.231,1683481.292
3474,2472225.337,1683490.431
3475,2472213.442,1683499.57
3476,2472201.548,1683508.709
3477,2472189.653,1683517.848
3478,2472177.689,1683526.895
3479,2472165.715,1683535.93
3480,2472153.693,1683544.9
3481,2472141.578,1683553.745
3482,2472129.463,1683562.589
3483,2472117.283,1683571.343
3484,2472105.088,1683580.077
3485,2472092.893,1683588.811
3486,2472080.698,1683597.545
3487,2472068.475,1683606.239
3488,2472056.21,1683614.875
3489,2472043.878,1683623.414
3490,2472031.482,1683631.86
3491,2472018.981,1683640.149
3492,2472006.408,1683648.329
3493,2471993.834,1683656.508
3494,2471981.261,1683664.688
3495,2471968.688,1683672.867
3496,2471956.114,1683681.047
3497,2471943.608,1683689.329
3498,2471931.135,1683697.661
3499,2471918.662,1683705.993
3500,2471906.188,1683714.324
3501,2471893.715,1683722.656
3502,2471881.236,1683730.979
3503,2471868.688,1683739.197
3504,2471856.113,1683747.374
3505,2471843.441,1683755.401
3506,2471830.77,1683763.428
3507,2471818.099,1683771.456
3508,2471805.401,1683779.441
3509,2471792.678,1683787.386
3510,2471779.955,1683795.331
3511,2471767.232,1683803.276
3512,2471754.509,1683811.222
3513,2471741.786,1683819.167
3514,2471729.007,1683827.021
3515,2471716.204,1683834.836
3516,2471703.326,1683842.526
3517,2471690.388,1683850.117
3518,2471677.405,1683857.629
3519,2471664.422,1683865.142
3520,2471651.439,1683872.654
3521,2471638.455,1683880.166
3522,2471625.427,1683887.6
3523,2471612.389,1683895.017
3524,2471599.35,1683902.433
3525,2471586.312,1683909.849
3526,2471573.181,1683917.099
3527,2471559.974,1683924.21
3528,2471546.692,1683931.179
3529,2471533.335,1683938.006
3530,2471519.979,1683944.833
3531,2471506.623,1683951.66
3532,2471493.227,1683958.409
3533,2471479.831,1683965.157
3534,2471466.435,1683971.906
3535,2471453.038,1683978.655
3536,2471439.642,1683985.404
3537,2471426.239,1683992.137
3538,2471412.803,1683998.806
3539,2471399.344,1684005.429
3540,2471385.82,1684011.917
3541,2471372.262,1684018.333
3542,2471358.633,1684024.597
3543,2471344.983,1684030.817
3544,2471331.303,1684036.968
3545,2471317.622,1684043.119
3546,2471303.941,1684049.271
3547,2471290.255,1684055.41
3548,2471276.564,1684061.537
3549,2471262.872,1684067.665
3550,2471249.181,1684073.792
3551,2471235.49,1684079.92
3552,2471221.798,1684086.047
3553,2471208.107,1684092.175
3554,2471194.416,1684098.302
3555,2471180.722,1684104.424
3556,2471167.014,1684110.514
3557,2471153.306,1684116.604
3558,2471139.598,1684122.694
3559,2471125.89,1684128.784
3560,2471112.182,1684134.874
3561,2471098.473,1684140.964
3562,2471084.765,1684147.054
3563,2471071.051,1684153.129
3564,2471057.336,1684159.203
3565,2471043.621,1684165.278
3566,2471029.906,1684171.352
3567,2471016.179,1684177.399
3568,2471002.435,1684183.408
3569,2470988.691,1684189.417
3570,2470974.945,1684195.42
3571,2470961.178,1684201.377
3572,2470947.411,1684207.333
3573,2470933.645,1684213.289
3574,2470919.878,1684219.245
3575,2470906.111,1684225.202
3576,2470892.345,1684231.158
3577,2470878.578,1684237.114
3578,2470864.811,1684243.071
3579,2470851.045,1684249.027
3580,2470837.278,1684254.983
3581,2470823.511,1684260.94
3582,2470809.745,1684266.896
3583,2470795.978,1684272.852
3584,2470782.211,1684278.808
3585,2470768.444,1684284.765
3586,2470754.678,1684290.721
3587,2470740.911,1684296.677
3588,2470727.144,1684302.634
3589,2470713.378,1684308.59
3590,2470699.611,1684314.546
3591,2470685.844,1684320.502
3592,2470672.078,1684326.459
3593,2470658.311,1684332.415
3594,2470644.544,1684338.371
3595,2470630.778,1684344.328
3596,2470617.011,1684350.284
3597,2470603.244,1684356.24
3598,2470589.478,1684362.197
3599,2470575.711,1684368.153
3600,2470561.944,1684374.109
3601,2470548.178,1684380.065
3602,2470534.407,1684386.014
3603,2470520.625,1684391.932
3604,2470506.842,1684397.851
3605,2470493.059,1684403.77
3606,2470479.276,1684409.689
3607,2470465.493,1684415.608
3608,2470451.711,1684421.527
3609,2470437.928,1684427.446
3610,2470424.145,1684433.365
3611,2470410.362,1684439.284
3612,2470396.579,1684445.203
3613,2470382.797,1684451.122
3614,2470369.014,1684457.041
3615,2470355.231,1684462.96
3616,2470341.448,1684468.879
3617,2470327.665,1684474.797
3618,2470313.883,1684480.716
3619,2470300.1,1684486.635
3620,2470286.317,1684492.554
3621,2470272.474,1684498.33
3622,2470258.627,1684504.098
3623,2470244.668,1684509.589
3624,2470230.629,1684514.868
3625,2470216.47,1684519.821
3626,2470202.254,1684524.605
3627,2470187.988,1684529.238
3628,2470173.674,1684533.721
3629,2470159.285,1684537.959
3630,2470144.807,1684541.875
3631,2470130.231,1684545.417
3632,2470115.585,1684548.656
3633,2470100.909,1684551.758
3634,2470086.215,1684554.771
3635,2470071.512,1684557.739
3636,2470056.809,1684560.707
3637,2470042.105,1684563.676
3638,2470027.402,1684566.644
3639,2470012.699,1684569.613
3640,2469997.991,1684572.557
3641,2469983.252,1684575.344
3642,2469968.473,1684577.906
3643,2469953.652,1684580.21
3644,2469938.79,1684582.229
3645,2469923.885,1684583.92
3646,2469908.95,1684585.303
3647,2469893.996,1684586.466
3648,2469879.031,1684587.496
3649,2469864.057,1684588.378
3650,2469849.078,1684589.164
3651,2469834.094,1684589.847
3652,2469819.107,1684590.472
3653,2469804.115,1684590.952
3654,2469789.121,1684591.359
3655,2469774.123,1684591.594
3656,2469759.124,1684591.667
3657,2469744.124,1684591.582
3658,2469729.127,1684591.265
3659,2469714.131,1684590.924
3660,2469699.141,1684590.383
3661,2469684.152,1684589.815
3662,2469669.17,1684589.087
3663,2469654.189,1684588.324
3664,2469639.218,1684587.398
3665,2469624.25,1684586.428
3666,2469609.293,1684585.288
3667,2469594.341,1684584.092
3668,2469579.405,1684582.714
3669,2469564.474,1684581.277
3670,2469549.559,1684579.684
3671,2469534.667,1684577.884
3672,2469519.777,1684576.075
3673,2469504.917,1684574.031
3674,2469490.058,1684571.98
3675,2469475.227,1684569.731
3676,2469460.399,1684567.47
3677,2469445.602,1684565.012
3678,2469430.808,1684562.533
3679,2469416.054,1684559.829
3680,2469401.333,1684556.952
3681,2469386.621,1684554.025
3682,2469371.938,1684550.958
3683,2469357.26,1684547.866
3684,2469342.582,1684544.774
3685,2469327.936,1684541.536
3686,2469313.302,1684538.243
3687,2469298.701,1684534.809
3688,2469284.099,1684531.375
3689,2469269.507,1684527.903
3690,2469254.92,1684524.405
3691,2469240.334,1684520.906
3692,2469225.748,1684517.408
3693,2469211.161,1684513.91
3694,2469196.575,1684510.411
3695,2469181.989,1684506.913
3696,2469167.402,1684503.415
3697,2469152.816,1684499.916
3698,2469138.23,1684496.418
3699,2469123.643,1684492.922
3700,2469109.03,1684489.537
3701,2469094.417,1684486.151
3702,2469079.804,1684482.766
3703,2469065.191,1684479.381
3704,2469050.578,1684475.995
3705,2469035.965,1684472.61
3706,2469021.352,1684469.225
3707,2469006.739,1684465.839
3708,2468992.123,1684462.469
3709,2468977.502,1684459.117
3710,2468962.882,1684455.765
3711,2468948.261,1684452.413
3712,2468933.64,1684449.061
3713,2468919.02,1684445.709
3714,2468904.399,1684442.357
3715,2468889.778,1684439.005
3716,2468875.158,1684435.654
3717,2468860.537,1684432.302
3718,2468845.916,1684428.95
3719,2468831.318,1684425.503
3720,2468816.719,1684422.055
3721,2468802.121,1684418.608
3722,2468787.523,1684415.16
3723,2468772.924,1684411.712
3724,2468758.326,1684408.265
3725,2468743.727,1684404.817
3726,2468729.129,1684401.37
3727,2468714.531,1684397.922
3728,2468699.932,1684394.474
3729,2468685.334,1684391.027
3730,2468670.735,1684387.579
3731,2468656.137,1684384.132
3732,2468641.539,1684380.684
3733,2468626.94,1684377.236
3734,2468612.342,1684373.789
3735,2468597.74,1684370.357
3736,2468583.128,1684366.967
3737,2468568.516,1684363.576
3738,2468553.905,1684360.185
3739,2468539.293,1684356.794
3740,2468524.681,1684353.406
3741,2468510.031,1684350.181
3742,2468495.38,1684346.966
3743,2468480.706,1684343.856
3744,2468466.032,1684340.746
3745,2468451.358,1684337.636
3746,2468436.684,1684334.526
3747,2468422.01,1684331.416
3748,2468407.343,1684328.274
3749,2468392.687,1684325.08
3750,2468378.031,1684321.886
3751,2468363.376,1684318.687
3752,2468348.733,1684315.434
3753,2468334.09,1684312.182
3754,2468319.447,1684308.93
3755,2468304.803,1684305.677
3756,2468290.16,1684302.425
3757,2468275.517,1684299.172
3758,2468260.874,1684295.92
3759,2468246.231,1684292.667
3760,2468231.588,1684289.415
3761,2468216.945,1684286.163
3762,2468202.302,1684282.91
3763,2468187.659,1684279.658
3764,2468173.015,1684276.405
3765,2468158.372,1684273.153
3766,2468143.729,1684269.9
3767,2468129.086,1684266.648
3768,2468114.443,1684263.396
3769,2468099.8,1684260.143
3770,2468085.157,1684256.891
3771,2468070.514,1684253.638
3772,2468055.871,1684250.386
3773,2468041.227,1684247.134
3774,2468026.584,1684243.881
3775,2468011.943,1684240.62
3776,2467997.31,1684237.324
3777,2467982.676,1684234.028
3778,2467968.043,1684230.732
3779,2467953.417,1684227.403
3780,2467938.82,1684223.951
3781,2467924.228,1684220.475
3782,2467909.658,1684216.911
3783,2467895.088,1684213.347
3784,2467880.523,1684209.757
3785,2467865.964,1684206.148
3786,2467851.405,1684202.539
3787,2467836.845,1684198.93
3788,2467822.286,1684195.321
3789,2467807.727,1684191.712
3790,2467793.167,1684188.103
3791,2467778.616,1684184.462
3792,2467764.066,1684180.817
3793,2467749.515,1684177.173
3794,2467734.964,1684173.529
3795,2467720.414,1684169.885
3796,2467705.828,1684166.387
3797,2467691.216,1684162.996
3798,2467676.605,1684159.604
3799,2467661.97,1684156.315
3800,2467647.334,1684153.029
3801,2467632.699,1684149.743
3802,2467618.063,1684146.457
3803,2467603.428,1684143.171
3804,2467588.792,1684139.885
3805,2467574.156,1684136.599
3806,2467559.521,1684133.312
3807,2467544.9,1684129.962
3808,2467530.298,1684126.529
3809,2467515.696,1684123.096
3810,2467501.134,1684119.502
3811,2467486.579,1684115.872
3812,2467472.029,1684112.229
3813,2467457.491,1684108.533
3814,2467442.954,1684104.837
3815,2467428.416,1684101.142
3816,2467413.878,1684097.446
3817,2467399.341,1684093.75
3818,2467384.803,1684090.055
3819,2467370.266,1684086.359
3820,2467355.717,1684082.707
3821,2467341.152,1684079.123
3822,2467326.586,1684075.539
3823,2467311.991,1684072.077
3824,2467297.388,1684068.65
3825,2467282.785,1684065.223
3826,2467268.176,1684061.819
3827,2467253.562,1684058.44
3828,2467238.948,1684055.06
3829,2467224.333,1684051.68
3830,2467209.719,1684048.3
3831,2467195.105,1684044.92
3832,2467180.491,1684041.54
3833,2467165.877,1684038.16
3834,2467151.262,1684034.78
3835,2467136.648,1684031.4
3836,2467122.034,1684028.02
3837,2467107.42,1684024.64
3838,2467092.806,1684021.26
3839,2467078.191,1684017.88
3840,2467063.577,1684014.5
3841,2467048.963,1684011.12
3842,2467034.349,1684007.74
3843,2467019.735,1684004.36
3844,2467005.118,1684000.989
3845,2466990.495,1683997.65
3846,2466975.871,1683994.312
3847,2466961.247,1683990.974
3848,2466946.623,1683987.635
3849,2466931.978,1683984.395
3850,2466917.32,1683981.211
3851,2466902.662,1683978.027
3852,2466887.999,1683974.864
3853,2466873.328,1683971.737
3854,2466858.658,1683968.609
3855,2466843.988,1683965.482
3856,2466829.317,1683962.355
3857,2466814.647,1683959.228
3858,2466799.977,1683956.1
3859,2466785.306,1683952.973
3860,2466770.636,1683949.846
3861,2466755.966,1683946.718
3862,2466741.295,1683943.591
3863,2466726.625,1683940.464
3864,2466711.955,1683937.337
3865,2466697.284,1683934.209
3866,2466682.614,1683931.082
3867,2466667.944,1683927.955
3868,2466653.273,1683924.827
3869,2466638.603,1683921.7
3870,2466623.939,1683918.54
3871,2466609.278,1683915.373
3872,2466594.616,1683912.206
3873,2466579.954,1683909.039
3874,2466565.312,1683905.783
3875,2466550.671,1683902.518
3876,2466536.031,1683899.253
3877,2466521.391,1683895.989
3878,2466506.75,1683892.724
3879,2466492.11,1683889.459
3880,2466477.47,1683886.194
3881,2466462.829,1683882.929
3882,2466448.189,1683879.664
3883,2466433.549,1683876.4
3884,2466418.908,1683873.135
3885,2466404.268,1683869.87
3886,2466389.628,1683866.605
3887,2466374.987,1683863.34
3888,2466360.347,1683860.075
3889,2466345.706,1683856.811
3890,2466331.066,1683853.546
3891,2466316.426,1683850.281
3892,2466301.785,1683847.016
3893,2466287.145,1683843.751
3894,2466272.505,1683840.486
3895,2466257.864,1683837.221
3896,2466243.233,1683833.915
3897,2466228.607,1683830.587
3898,2466213.982,1683827.254
3899,2466199.37,1683823.865
3900,2466184.758,1683820.476
3901,2466170.146,1683817.087
3902,2466155.534,1683813.698
3903,2466140.922,1683810.309
3904,2466126.31,1683806.92
3905,2466111.697,1683803.531
3906,2466097.064,1683800.238
3907,2466082.409,1683797.037
3908,2466067.737,1683793.919
3909,2466053.055,1683790.847
3910,2466038.373,1683787.775
3911,2466023.691,1683784.704
3912,2466009.009,1683781.632
3913,2465994.328,1683778.555
3914,2465979.663,1683775.402
3915,2465965.007,1683772.21
3916,2465950.383,1683768.874
3917,2465935.758,1683765.537
3918,2465921.134,1683762.201
3919,2465906.51,1683758.865
3920,2465891.886,1683755.529
3921,2465877.244,1683752.269
3922,2465862.592,1683749.059
3923,2465847.896,1683746.055
3924,2465833.16,1683743.257
3925,2465818.357,1683740.836
3926,2465803.548,1683738.453
3927,2465788.738,1683736.069
3928,2465773.929,1683733.686
3929,2465759.133,1683731.219
3930,2465744.39,1683728.458
3931,2465729.675,1683725.55
3932,2465714.986,1683722.515
3933,2465700.318,1683719.374
3934,2465685.653,1683716.222
3935,2465670.999,1683713.017
3936,2465656.346,1683709.812
3937,2465641.692,1683706.607
3938,2465627.039,1683703.403
3939,2465612.385,1683700.198
3940,2465597.731,1683696.993
3941,2465583.078,1683693.788
3942,2465568.424,1683690.583
3943,2465553.753,1683687.461
3944,2465539.067,1683684.405
3945,2465524.353,1683681.494
3946,2465509.601,1683678.787
3947,2465494.796,1683676.376
3948,2465479.98,1683674.035
3949,2465465.136,1683671.874
3950,2465450.293,1683669.714
3951,2465435.449,1683667.553
3952,2465420.606,1683665.393
3953,2465405.77,1683663.177
3954,2465390.939,1683660.937
3955,2465376.107,1683658.696
3956,2465361.258,1683656.576
3957,2465346.387,1683654.612
3958,2465331.496,1683652.813
3959,2465316.586,1683651.17
3960,2465301.664,1683649.656
3961,2465286.721,1683648.355
3962,2465271.752,1683647.393
3963,2465256.765,1683646.766
3964,2465241.772,1683646.308
3965,2465226.778,1683645.914
3966,2465211.78,1683645.635
3967,2465196.782,1683645.383
3968,2465181.785,1683645.13
3969,2465166.787,1683644.878
3970,2465151.787,1683644.775
3971,2465136.788,1683644.673
3972,2465121.788,1683644.654
3973,2465106.788,1683644.734
3974,2465091.789,1683644.871
3975,2465076.79,1683645.056
3976,2465061.791,1683645.243
3977,2465046.795,1683645.559
3978,2465031.802,1683646.026
3979,2465016.82,1683646.726
3980,2465001.854,1683647.718
3981,2464986.934,1683649.255
3982,2464972.039,1683651.022
3983,2464957.17,1683653.002
3984,2464942.327,1683655.163
3985,2464927.485,1683657.335
3986,2464912.665,1683659.652
3987,2464897.846,1683661.973
3988,2464883.04,1683664.381
3989,2464868.235,1683666.789
3990,2464853.438,1683669.25
3991,2464838.656,1683671.797
3992,2464823.892,1683674.446
3993,2464809.161,1683677.273
3994,2464794.483,1683680.364
3995,2464779.817,1683683.506
3996,2464765.212,1683686.928
3997,2464750.63,1683690.439
3998,2464736.134,1683694.294
3999,2464721.727,1683698.467
4000,2464707.367,1683702.8
4001,2464693.032,1683707.219
4002,2464678.717,1683711.7
4003,2464664.414,1683716.218
4004,2464650.111,1683720.737
4005,2464635.807,1683725.255
4006,2464621.504,1683729.774
4007,2464607.201,1683734.292
4008,2464592.917,1683738.871
4009,2464578.637,1683743.464
4010,2464564.389,1683748.15
4011,2464550.194,1683752.997
4012,2464536.049,1683757.991
4013,2464521.927,1683763.046
4014,2464507.836,1683768.189
4015,2464493.779,1683773.422
4016,2464479.748,1683778.725
4017,2464465.782,1683784.196
4018,2464451.842,1683789.736
4019,2464437.944,1683795.379
4020,2464424.063,1683801.064
4021,2464410.184,1683806.753
4022,2464396.341,1683812.529
4023,2464382.501,1683818.313
4024,2464368.728,1683824.255
4025,2464354.96,1683830.209
4026,2464341.299,1683836.403
4027,2464327.697,1683842.725
4028,2464314.11,1683849.082
4029,2464300.566,1683855.529
4030,2464287.029,1683861.988
4031,2464273.504,1683868.476
4032,2464260.007,1683875.019
4033,2464246.537,1683881.62
4034,2464233.105,1683888.297
4035,2464219.699,1683895.025
4036,2464206.316,1683901.8
4037,2464192.934,1683908.575
4038,2464179.551,1683915.351
4039,2464166.167,1683922.124
4040,2464152.738,1683928.806
4041,2464139.304,1683935.479
4042,2464125.817,1683942.044
4043,2464112.331,1683948.61
4044,2464098.844,1683955.176
4045,2464085.358,1683961.742
4046,2464071.871,1683968.308
4047,2464058.384,1683974.874
4048,2464044.898,1683981.44
4049,2464031.411,1683988.005
4050,2464017.925,1683994.571
4051,2464004.438,1684001.137
4052,2463990.951,1684007.703
4053,2463977.465,1684014.269
4054,2463963.978,1684020.835
4055,2463950.491,1684027.4
4056,2463937.021,1684034
4057,2463923.561,1684040.619
4058,2463910.141,1684047.321
4059,2463896.792,1684054.16
4060,2463883.532,1684061.172
4061,2463870.36,1684068.346
4062,2463857.304,1684075.73
4063,2463844.394,1684083.364
4064,2463831.716,1684091.376
4065,2463819.201,1684099.645
4066,2463806.243,1684107.197
4067,2463793.106,1684114.435
4068,2463779.838,1684121.431
4069,2463766.468,1684128.233
4070,2463753.074,1684134.985
4071,2463739.612,1684141.6
4072,2463726.149,1684148.215
4073,2463712.687,1684154.831
4074,2463699.224,1684161.446
4075,2463685.762,1684168.061
4076,2463672.33,1684174.737
4077,2463658.953,1684181.523
4078,2463645.575,1684188.308
4079,2463632.281,1684195.255
4080,2463619.017,1684202.259
4081,2463605.818,1684209.386
4082,2463592.641,1684216.552
4083,2463579.519,1684223.819
4084,2463566.411,1684231.112
4085,2463553.356,1684238.498
4086,2463540.311,1684245.903
4087,2463527.28,1684253.332
